Freq.	V(n001)/I(V1)
7.29978399567992e+01	-4.00614145269614e+00,-2.52727629674443e-01
7.33978279565592e+01	-4.00619220779223e+00,-2.54225520844019e-01
7.37978159563192e+01	-4.00624336522542e+00,-2.55725408293116e-01
7.41978039560792e+01	-4.00629492739486e+00,-2.57227307051286e-01
7.45977919558392e+01	-4.00634689672359e+00,-2.58731232226657e-01
7.49977799555992e+01	-4.00639927565879e+00,-2.60237199006753e-01
7.53977679553592e+01	-4.00645206667203e+00,-2.61745222659087e-01
7.57977559551192e+01	-4.00650527225949e+00,-2.63255318532160e-01
7.61977439548792e+01	-4.00655889494220e+00,-2.64767502055973e-01
7.65977319546392e+01	-4.00661293726626e+00,-2.66281788743115e-01
7.69977199543992e+01	-4.00666740180313e+00,-2.67798194189240e-01
7.73977079541592e+01	-4.00672229114982e+00,-2.69316734074149e-01
7.77976959539192e+01	-4.00677760792917e+00,-2.70837424162352e-01
7.81976839536792e+01	-4.00683335479010e+00,-2.72360280304117e-01
7.85976719534392e+01	-4.00688953440785e+00,-2.73885318436027e-01
7.89976599531992e+01	-4.00694614948428e+00,-2.75412554582030e-01
7.93976479529592e+01	-4.00700320274806e+00,-2.76942004854205e-01
7.97976359527192e+01	-4.00706069695500e+00,-2.78473685453607e-01
8.01976239524792e+01	-4.00711863488828e+00,-2.80007612671006e-01
8.05976119522392e+01	-4.00717701935876e+00,-2.81543802887968e-01
8.09975999519992e+01	-4.00723585320520e+00,-2.83082272577569e-01
8.13975879517592e+01	-4.00729513929458e+00,-2.84623038305257e-01
8.17975759515192e+01	-4.00735488052240e+00,-2.86166116729800e-01
8.21975639512792e+01	-4.00741507981288e+00,-2.87711524604260e-01
8.25975519510392e+01	-4.00747574011935e+00,-2.89259278776629e-01
8.29975399507992e+01	-4.00753686442450e+00,-2.90809396191061e-01
8.33975279505592e+01	-4.00759845574064e+00,-2.92361893888539e-01
8.37975159503192e+01	-4.00766051711009e+00,-2.93916789007944e-01
8.41975039500792e+01	-4.00772305160538e+00,-2.95474098786941e-01
8.45974919498392e+01	-4.00778606232964e+00,-2.97033840562914e-01
8.49974799495992e+01	-4.00784955241688e+00,-2.98596031773953e-01
8.53974679493592e+01	-4.00791352503229e+00,-3.00160689959806e-01
8.57974559491192e+01	-4.00797798337261e+00,-3.01727832762849e-01
8.61974439488792e+01	-4.00804293066639e+00,-3.03297477929023e-01
8.65974319486392e+01	-4.00810837017438e+00,-3.04869643308937e-01
8.69974199483992e+01	-4.00817430518982e+00,-3.06444346858749e-01
8.73974079481592e+01	-4.00824073903879e+00,-3.08021606641277e-01
8.77973959479192e+01	-4.00830767508057e+00,-3.09601440826931e-01
8.81973839476792e+01	-4.00837511670797e+00,-3.11183867694796e-01
8.85973719474392e+01	-4.00844306734765e+00,-3.12768905633707e-01
8.89973599471992e+01	-4.00851153046054e+00,-3.14356573143208e-01
8.93973479469592e+01	-4.00858050954216e+00,-3.15946888834723e-01
8.97973359467192e+01	-4.00865000812298e+00,-3.17539871432525e-01
9.01973239464792e+01	-4.00872002976879e+00,-3.19135539774892e-01
9.05973119462392e+01	-4.00879057808112e+00,-3.20733912815179e-01
9.09972999459992e+01	-4.00886165669754e+00,-3.22335009622906e-01
9.13972879457592e+01	-4.00893326929212e+00,-3.23938849384904e-01
9.17972759455192e+01	-4.00900541957576e+00,-3.25545451406483e-01
9.21972639452792e+01	-4.00907811129663e+00,-3.27154835112404e-01
9.25972519450392e+01	-4.00915134824053e+00,-3.28767020048254e-01
9.29972399447992e+01	-4.00922513423132e+00,-3.30382025881483e-01
9.33972279445592e+01	-4.00929947313131e+00,-3.31999872402564e-01
9.37972159443192e+01	-4.00937436884172e+00,-3.33620579526241e-01
9.41972039440792e+01	-4.00944982530303e+00,-3.35244167292634e-01
9.45971919438392e+01	-4.00952584649547e+00,-3.36870655868678e-01
9.49971799435992e+01	-4.00960243643940e+00,-3.38500065549008e-01
