zero_absz,zero_frequency,zero_phasez,one_absz,one_frequency,one_phasez,two_absz,two_frequency,two_phasez,three_absz,three_frequency,three_phasez,four_absz,four_frequency,four_phasez,five_absz,five_frequency,five_phasez
996.422,11.5135870970562,0.00398156966203336,99.9169,11.5135870970562,0.0025587321102290843,1006050,11.5135870970562,-0.013913535209618372,99.9044,11.5135870970562,-0.4232679874905346,40.3625,11.5135870970562,0.8685810991065229,3.86914,21.8795202755473,1.213530339665035
996.429,11.5385797982981,0.002646520703599029,99.9153,11.5385797982981,0.0026092326102919155,1006040,11.5385797982981,-0.013479519679806774,99.905,11.5385797982981,-0.4248871662195743,40.3627,11.5385797982981,0.8706953133705555,3.86841,21.9097749010189,1.216360751172981
996.439,11.5636266428965,0.003897505294331766,99.9164,11.5636266428965,0.0016534931713900914,1006040,11.5636266428965,-0.013474019284973517,99.9065,11.5636266428965,-0.4253890772481089,40.3627,11.5636266428965,0.8729642262392737,3.86821,21.9400715195661,1.2180223287788605
996.44,11.5887278440141,0.003429221158793393,99.9161,11.5887278440141,0.002179164759688768,1006040,11.5887278440141,-0.013308835552637302,99.9048,11.5887278440141,-0.4255242952877598,40.3621,11.5887278440141,0.874940930632475,3.86628,21.9704097048634,1.2202912416475786
996.43,11.613883401651,0.00319319119508925,99.9171,11.613883401651,0.0020219164928151133,1006040,11.613883401651,-0.013428125365583538,99.9023,11.613883401651,-0.4280321315570474,40.3625,11.613883401651,0.8759206884621487,3.86799,22.0007900963992,1.220337078271189
996.423,11.6390937421329,0.0034185584142260085,99.9167,11.6390937421329,0.0014736016124528668,1006050,11.6390937421329,-0.013350718767461363,99.9031,11.6390937421329,-0.4282532932659679,40.3621,11.6390937421329,0.8780979280836457,3.8707,22.0312124810107,1.2214256980819378
996.45,11.6643586522969,0.0033501243351755825,99.9155,11.6643586522969,0.0018622388848901046,1006060,11.6643586522969,-0.014009219161405219,99.9061,11.6643586522969,-0.4293717068820633,40.3627,11.6643586522969,0.8797824240013303,3.87086,22.0616768586979,1.222153354481754
996.442,11.6896785584686,0.0035310071110983836,99.9149,11.6896785584686,0.001829964172290385,1006060,11.6896785584686,-0.013745715871424553,99.9072,11.6896785584686,-0.430390998799601,40.3629,11.6896785584686,0.8826414833990331,3.86956,22.0921832294607,1.2260551970665947
996.434,11.7150534606481,0.0024768163342592303,99.9148,11.7150534606481,0.001995067690535283,1006050,11.7150534606481,-0.014158818441713877,99.9064,11.7150534606481,-0.43180906934254976,40.3627,11.7150534606481,0.8844176525639388,3.86893,22.1227320196249,1.227080791519879
996.454,11.7404833588353,0.0034559439103582943,99.9142,11.7404833588353,0.0020742791057121192,1006060,11.7404833588353,-0.01356437472926565,99.9056,11.7404833588353,-0.43204684682752914,40.3627,11.7404833588353,0.8858786949415223,3.86916,22.1533228028648,1.2297221269554321
996.449,11.765968466193,0.0038391151654299837,99.9152,11.765968466193,0.002037575429356039,1006070,11.765968466193,-0.013605169324278963,99.9053,11.765968466193,-0.43362821034209015,40.363,11.765968466193,0.8873225485852521,3.86897,22.1839562186688,1.2308508538118397
996.442,11.7915087827214,0.0037643327140095086,99.9175,11.7915087827214,0.0020269126847886542,1006080,11.7915087827214,-0.013295714819128807,99.905,11.7915087827214,-0.4341306943284199,40.3627,11.7915087827214,0.8897518896366067,3.86924,22.2146316275484,1.2319738510902962
996.444,11.817104734746,0.0031359355226218267,99.9153,11.817104734746,0.0020306369104570047,1006060,11.817104734746,-0.01392293171745852,99.9049,11.817104734746,-0.43482912988068434,40.3623,11.817104734746,0.8919864250376169,3.86905,22.2453496689923,1.2344375696093588
996.442,11.8427561091039,0.003125731144290547,99.9162,11.8427561091039,0.0027720041903106308,1006060,11.8427561091039,-0.013853317345350122,99.9038,11.8427561091039,-0.43572981953463,40.3628,11.8427561091039,0.8935505998183241,3.86872,22.2761101298374,1.2357782908499648
