Freq.	V(n001)/I(V1)
1.61012202440488e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.62012402480496e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.63012602520504e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.64012802560512e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.65013002600520e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.66013202640528e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.67013402680536e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.68013602720544e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.69013802760552e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.70014002800560e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.71014202840568e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.72014402880576e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.73014602920584e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.74014802960592e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.75015003000600e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.76015203040608e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.77015403080616e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.78015603120624e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.79015803160632e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.80016003200640e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.81016203240648e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.82016403280656e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.83016603320664e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.84016803360672e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.85017003400680e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.86017203440688e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.87017403480696e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.88017603520704e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.89017803560712e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.90018003600720e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.91018203640728e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.92018403680736e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.93018603720744e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.94018803760752e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.95019003800760e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.96019203840768e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.97019403880776e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.98019603920784e+01	-1.00000000000000e+06,-0.00000000000000e+00
1.99019803960792e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.00020004000800e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.01020204040808e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.02020404080816e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.03020604120824e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.04020804160832e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.05021004200840e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.06021204240848e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.07021404280856e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.08021604320864e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.09021804360872e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.10022004400880e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.11022204440888e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.12022404480896e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.13022604520904e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.14022804560912e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.15023004600920e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.16023204640928e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.17023404680936e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.18023604720944e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.19023804760952e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.20024004800960e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.21024204840968e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.22024404880976e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.23024604920984e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.24024804960992e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.25025005001000e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.26025205041008e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.27025405081016e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.28025605121024e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.29025805161032e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.30026005201040e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.31026205241048e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.32026405281056e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.33026605321064e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.34026805361072e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.35027005401080e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.36027205441088e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.37027405481096e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.38027605521104e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.39027805561112e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.40028005601120e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.41028205641129e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.42028405681137e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.43028605721145e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.44028805761153e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.45029005801161e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.46029205841169e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.47029405881177e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.48029605921185e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.49029805961193e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.50030006001201e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.51030206041209e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.52030406081217e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.53030606121225e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.54030806161233e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.55031006201241e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.56031206241249e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.57031406281257e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.58031606321265e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.59031806361273e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.60032006401281e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.61032206441289e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.62032406481297e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.63032606521305e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.64032806561313e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.65033006601321e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.66033206641329e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.67033406681337e+01	-1.00000000000000e+06,-0.00000000000000e+00
2.68033606721345e+01	-1.00000000000000e+06,-0.00000000000000e+00
